股票代码,股票简称,最新价,最新涨跌幅,所属同花顺行业,主力资金流向[20260402],最新dde大单净额,所属概念,总股本[20260415],市盈率(pe)[20260415],主力买入金额[20260402],主力卖出金额[20260402],market_code,code
600444.SH,国机通用,17.61,-1.4549524342473505,机械设备-专用设备-其他专用设备,-681606.0,-5852973.000,污水处理;水利;海工装备;锂电池概念;光热发电;核电;氢能源;机器人概念;国企改革;动力电池回收;芯片概念;可控核聚变;央企国企改革;数据中心;盐湖提锂;金属回收,146421932.00,44.204,0.0,681606.0,17,600444
300166.SZ,东方国信,16.93,-1.4551804423748544,计算机-IT服务-IT服务Ⅲ,-143656557.0,-159858650.000,MLOps概念;算力租赁;华为昇腾;华为欧拉;云计算;AI语料;数字水印;华为鲲鹏;多模态AI;数据安全;Web3.0;ChatGPT概念;智慧政务;互联网保险;东数西算(算力);信创;AIGC概念;虚拟数字人;AI智能体;电子身份证;数据要素;鸿蒙概念;数字乡村;区块链;时空大数据;元宇宙;数据中心;DeepSeek概念;AI手机;智慧城市;互联网金融;虚拟现实;数字孪生;华为概念;数字经济;5G;人工智能;物联网;职业教育;AI应用;机器视觉;工业互联网;新型工业化;虚拟电厂;人形机器人;京津冀一体化;海工装备;碳中和;乡村振兴;深股通;融资融券,1138745748.00,-146.813,259199523.0,402856080.0,33,300166
002436.SZ,兴森科技,25.05,-1.4555468135326552,电子-元件-印制电路板,-168175251.0,-329206898.000,PCB概念;存储芯片;先进封装;共封装光学(CPO);芯片概念;毫米波雷达;5G;6G概念;军工;商业航天;机器人概念;华为概念;低空经济;粤港澳大湾区;深股通;融资融券,1699673563.00,242.849,70316942.0,238492193.0,33,002436
600400.SH,红豆股份,2.03,-1.4563106796116625,纺织服饰-服装家纺-服装,-2579242.0,-2703334.000,养老概念;参股银行;互联网金融;独角兽概念;工业互联网;机器人概念;军工;沪股通;融资融券,2291371852.00,-15.952,5731988.0,8311230.0,17,600400
605399.SH,晨光新材,14.86,-1.4588859416445665,基础化工-化学制品-有机硅,1065837.4,2840634.840,有机硅概念;硅能源;专精特新;融资融券,312205328.00,-102.980,2217749.0,1151911.6,17,605399
300786.SZ,国林科技,14.86,-1.4588859416445665,环保-环保设备-环保设备Ⅲ,35898.0,-2836121.000,光刻胶;OLED;先进封装;芯片概念;专精特新;光刻机;光伏概念;家用电器;商业航天;医疗器械概念;空气能热泵;海工装备;净水概念;HJT电池;回购增持再贷款概念;污水处理;中俄贸易概念;冷链物流;雄安新区;医疗废物处理;新疆振兴;煤化工概念;股权转让(并购重组),184015879.00,-115.690,1407950.0,1372052.0,33,300786
002912.SZ,中新赛克,26.33,-1.4595808383233555,计算机-计算机设备-其他计算机设备,1218867.0,-6712234.700,网络安全;数据安全;国产操作系统;信创;智慧政务;车联网(车路协同);云计算;华为鲲鹏;数据要素;东数西算(算力);AI智能体;财税数字化;多模态AI;数字孪生;ChatGPT概念;人工智能;华为概念;数字经济;DeepSeek概念;职业教育;工业互联网;数据中心;低空经济;智能医疗;无人机;专精特新;粤港澳大湾区;AI应用;深圳国企改革;国企改革;融资融券,170752000.00,64.773,3083365.0,1864498.0,33,002912
688348.SH,昱能科技,53.28,-1.4610689846495268,电力设备-光伏设备-逆变器,-36665544.0,-8710950.980,绿色电力;光伏概念;储能;芯片概念;人工智能;专精特新;共同富裕示范区;人民币贬值受益;沪股通;融资融券,156277435.00,-63.511,40566607.0,77232151.0,17,688348
688228.SH,开普云,107.89,-1.4613206685542008,计算机-IT服务-IT服务Ⅲ,-8844289.399999999,312290.700,语音技术;华为昇腾;多模态AI;数据安全;Sora概念(文生视频);财税数字化;AI语料;信创;云计算;东数西算(算力);ChatGPT概念;虚拟现实;华为鲲鹏;卫星导航;AIGC概念;智慧政务;元宇宙;华为概念;AI智能体;专精特新;数据要素;虚拟数字人;人工智能;DeepSeek概念;知识产权保护;AI应用;文化传媒概念;虚拟电厂;沪股通;股权转让(并购重组);融资融券,67550760.00,-674.373,15479328.3,24323617.7,17,688228
002394.SZ,联发股份,13.48,-1.4619883040935622,纺织服饰-纺织制造-棉纺,-2083438.0,-9776566.000,数字经济;创投;一带一路,323700000.00,12.417,1846254.0,3929692.0,33,002394
600096.SH,云天化,33.0,-1.4631233203941534,基础化工-农化制品-磷肥及磷化工,-124041000.0,-135511322.000,磷化工;化肥;氟化工概念;煤化工概念;煤炭概念;锂电池概念;碳中和;西部大开发;国企改革;乡村振兴;高股息精选;融资融券;沪股通,1822990731.00,11.668,228195610.0,352236610.0,17,600096
601015.SH,陕西黑猫,4.04,-1.463414634146332,煤炭-煤炭开采加工-焦炭加工,1580819.0,-18175781.000,煤炭概念;煤化工概念;天然气;西部大开发;沪股通;污水处理;融资融券,2042497639.00,-8.293,57568688.0,55987869.0,17,601015
002274.SZ,华昌化工,6.06,-1.4634146341463534,基础化工-化学原料-煤化工,-7255166.9,-10047230.000,煤化工概念;化肥;钒电池;氢能源;深股通;融资融券,952364646.00,-511.306,7796546.0,15051712.9,33,002274
688370.SH,丛麟科技,24.22,-1.4646053702196886,环保-环境治理-固废治理,-5231871.1,-824432.180,回购增持再贷款概念;固废处理;融资融券,137107879.00,138.621,0.0,5231871.1,17,688370
002666.SZ,德联集团,5.38,-1.4652014652014664,基础化工-化学制品-其他化学制品,-2148813.0,-207792.000,有机硅概念;燃料电池;创投;储能;长安汽车概念;新能源汽车;比亚迪概念;汽车热管理;职业教育;金属回收;核电;小米汽车;特斯拉概念,787999301.00,39.723,1004088.0,3152901.0,33,002666
600114.SH,东睦股份,31.59,-1.4660012476606437,机械设备-通用设备-金属制品,-57933226.0,13872816.000,苹果概念;人形机器人;3D打印;特斯拉概念;消费电子概念;柔性屏(折叠屏);新能源汽车;小米概念;机器人概念;数据中心;燃料电池;低空经济;华为概念;东数西算(算力);两轮车;智能医疗;沪股通;融资融券,631383477.00,36.022,29783760.0,87716986.0,17,600114
300228.SZ,富瑞特装,9.4,-1.4675052410901341,机械设备-通用设备-金属制品,-19141677.0,-2637291.600,页岩气;天然气;中俄贸易概念;氢能源;海工装备;燃料电池;商业航天;储能;芯片概念,597425549.00,23.293,21240057.0,40381734.0,33,300228
301025.SZ,读客文化,10.74,-1.467889908256882,传媒-文化传媒-出版,-2462884.0,333670.000,知识产权保护;文化传媒概念;IP经济(谷子经济);抖音概念(字节概念);华为概念;融资融券,400309400.00,494.475,1904850.0,4367734.0,33,301025
002312.SZ,川发龙蟒,11.41,-1.4680483592400684,基础化工-农化制品-磷肥及磷化工,-13763382.0,-35506396.000,磷化工;化肥;小金属概念;农村电商;锂电池概念;西部大开发;乡村振兴;国企改革;数字乡村;融资融券;深股通,1887709244.00,36.982,18577109.0,32340491.0,33,002312
301379.SZ,天山电子,25.47,-1.4700193423597776,电子-光学光电子-面板,-5817108.8,-3563417.000,PCB概念;存储芯片;汽车电子;消费电子概念;MiniLED;比亚迪概念;智能家居;无人机;长安汽车概念;海峡两岸;低空经济;人工智能;西部大开发;深股通;融资融券,198243944.00,33.912,4448108.2,10265217.0,33,301379
002476.SZ,宝莫股份,6.03,-1.4705882352941153,石油石化-石油加工贸易-石油加工,1146293.0,-3584636.000,页岩气;污水处理;一带一路;融资融券,612000000.00,73.090,4471249.0,3324956.0,33,002476
600392.SH,盛和资源,24.71,-1.4752791068580442,有色金属-小金属-稀土,-99274540.0,-111313537.000,稀土永磁;小金属概念;苹果概念;2025年报预增;西部大开发;国企改革;参股保险;沪股通;融资融券,1752826570.00,41.245,86263126.0,185537666.0,17,600392
002421.SZ,达实智能,2.67,-1.4760147601476028,计算机-IT服务-IT服务Ⅲ,-14209966.3,-6174523.300,抖音概念(字节概念);AI智能体;腾讯概念;华为鲲鹏;鸿蒙概念;信创;云计算;DeepSeek概念;数字经济;智慧城市;人工智能;人脸识别;物联网;华为概念;智能医疗;养老概念;工业互联网;数据中心;粤港澳大湾区;雄安新区;机器人概念;建筑节能;PPP概念;碳中和;AI应用;液冷服务器;深股通;融资融券,2120581639.00,-10.240,10857306.0,25067272.3,33,002421
000751.SZ,锌业股份,5.34,-1.4760147601476028,有色金属-工业金属-铅锌,-22841844.0,-15936365.000,金属锌;金属铅;黄金概念;金属铜;小金属概念;金属回收;深股通,1615630595.00,125.837,6209881.0,29051725.0,33,000751
688291.SH,金橙子,42.71,-1.4763552479815467,计算机-软件开发-垂直应用软件,395382.6699999999,-2765469.300,3D打印;机器视觉;专精特新;工业互联网;锂电池概念;融资融券,102666700.00,118.906,1607660.2,1212277.53,17,688291
301238.SZ,瑞泰新材,20.68,-1.4768937589328193,电力设备-电池-电池化学品,-7994493.0,-5830384.000,钠离子电池;固态电池;锂电池概念;宁德时代概念;有机硅概念;储能;新能源汽车;超级电容;2025年报预增;高压快充;汽车热管理;无人机;国企改革;股权转让(并购重组);深股通;融资融券,733333300.00,96.531,5786824.0,13781317.0,33,301238
600498.SH,烽火通信,50.03,-1.4769594328475777,通信-通信设备-通信网络设备及器件,-92847860.0,-298705060.000,光纤概念;F5G概念;6G概念;卫星导航;商业航天;共封装光学(CPO);WiFi 6;液冷服务器;5G;华为昇腾;东数西算(算力);数据中心;云计算;特高压;网络安全;海工装备;AI智能体;国资云;数据安全;华为鲲鹏;智慧政务;数据要素;数字乡村;人工智能;智慧城市;智能医疗;DeepSeek概念;芯片概念;央企国企改革;一带一路;汽车芯片;创投;MCU芯片;国企改革;沪股通;融资融券,1358167482.00,99.402,894573330.0,987421190.0,17,600498
002088.SZ,鲁阳节能,10.0,-1.4778325123152745,建筑材料-建筑材料-耐火材料,-612714.0,-1527623.000,建筑节能;锂电池概念;光热发电;可燃冰;融资融券;深股通,513122586.00,37.205,731798.0,1344512.0,33,002088
002432.SZ,九安医疗,76.65,-1.4781491002570586,医药生物-医疗器械-医疗设备,4587360.0,-61044175.000,血氧仪;流感;智能医疗;医疗器械概念;AI应用;天津自贸区;智能穿戴;回购增持再贷款概念;创投;人民币贬值受益;京津冀一体化;小米概念;跨境电商;养老概念;深股通;融资融券,464975790.00,16.821,873166870.0,868579510.0,33,002432
300398.SZ,飞凯材料,27.99,-1.478352692713839,电子-电子化学品-电子化学品Ⅲ,-16037421.0,-39028859.000,光刻胶;中芯国际概念;先进封装;存储芯片;光纤概念;OLED;第三代半导体;芯片概念;电子纸;新能源汽车;光伏概念;深股通;融资融券,566946450.00,40.915,70715953.0,86753374.0,33,300398
603215.SH,比依股份,19.32,-1.4788373278939273,家用电器-小家电-小家电Ⅲ,4125140.0,-409975.000,网红经济;家用电器;人工智能;智能家居;共同富裕示范区;机器人概念;小米概念;人民币贬值受益;AI眼镜;一带一路,187939551.00,37.716,7816464.0,3691324.0,17,603215
002448.SZ,中原内配,15.32,-1.4790996784565944,汽车-汽车零部件-底盘与发动机系统,-8028352.800000001,-10978991.000,工业母机;汽车电子;农机;新能源汽车;比亚迪概念;人形机器人;MCU芯片;2025年报预增;燃料电池;机器人概念;5G;长安汽车概念;无人驾驶;无人机;氢能源;华为概念;绿色电力;车联网(车路协同);乡村振兴;互联网金融;深股通,588409646.00,20.744,15282291.2,23310644.0,33,002448
600825.SH,新华传媒,5.99,-1.4802631578947345,传媒-文化传媒-出版,-2292197.0,2726439.000,文化传媒概念;AI语料;无人零售;独角兽概念;创投;上海国企改革;国企改革;融资融券;沪股通,1044887850.00,148.112,1801237.0,4093434.0,17,600825
600692.SH,亚通股份,7.32,-1.4804845222072602,房地产-房地产-住宅开发,-1423996.0,-3428445.000,农业种植;乡村振兴;生态农业;土地流转;国企改革;光伏建筑一体化;粮食概念;创投;绿色电力;风电;文化传媒概念;2025年报预增;融资融券,351764064.00,178.900,968860.0,2392856.0,17,600692
600935.SH,华塑股份,2.66,-1.4814814814814827,基础化工-化学原料-氯碱,-13183306.0,-7276107.000,水泥概念;可降解塑料;硅能源;国企改革;沪股通,3594738056.00,-59.815,16500702.0,29684008.0,17,600935
688087.SH,英科再生,38.56,-1.4818599897802716,基础化工-塑料制品-其他塑料制品,623460.5,-3311997.700,可降解塑料;碳中和;固废处理;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,194054775.00,24.870,15469143.6,14845683.1,17,688087
001366.SZ,播恩集团,13.96,-1.4820042342978057,农林牧渔-农产品加工-畜禽饲料,1831155.0,661619.000,合成生物;乡村振兴;粤港澳大湾区,160680000.00,-168.889,2616452.0,785297.0,33,001366
688573.SH,信宇人,21.26,-1.4828544949026727,电力设备-电池-锂电专用设备,1067438.0,30642.140,固态电池;宁德时代概念;钠离子电池;锂电池概念;比亚迪概念;专精特新;人形机器人;消费电子概念;燃料电池;机器人概念;粤港澳大湾区;华为概念;存储芯片;高端装备;MicroLED概念;钙钛矿电池;回购增持再贷款概念;氢能源;融资融券,97754388.00,-4.404,4315504.2,3248066.2,17,688573
001201.SZ,东瑞股份,13.28,-1.4836795252225599,农林牧渔-养殖业-生猪养殖,-2797125.2,122722.000,猪肉;绿色电力;粤港澳大湾区,257784001.00,223.894,2901012.0,5698137.2,33,001201
000953.SZ,河化股份,6.64,-1.4836795252225599,医药生物-化学制药-原料药,176086.0,-245679.000,维生素;化肥;西部大开发;CRO概念;海峡两岸;股权转让(并购重组),366122195.00,229.831,4565366.0,4389280.0,33,000953
600684.SH,珠江股份,4.64,-1.486199575371556,房地产-房地产-房地产服务,-33040424.0,2012937.000,冰雪产业;体育产业;物业管理;家庭医生;养老概念;三胎概念;土壤修复;粤港澳大湾区;国企改革;智慧城市;2025年报预增;AI应用;融资融券,1106074283.00,69.353,18431874.0,51472298.0,17,600684
000002.SZ,万科A,3.96,-1.4925373134328264,房地产-房地产-住宅开发,-146583972.0,-28364369.000,租售同权;物业管理;超级品牌;装配式建筑;养老概念;冰雪产业;同花顺漂亮100;证金持股;体育产业;冷链物流;智能物流;空间计算;粤港澳大湾区;机器人概念;深股通;融资融券,11930709471.00,-0.534,44543521.0,191127493.0,33,000002
601798.SH,蓝科高新,9.24,-1.4925373134328417,机械设备-专用设备-能源及重型设备,-2772259.0,-2549898.000,一带一路;海工装备;氢能源;西部大开发;碳中和;国企改革;专精特新;央企国企改革;光热发电;储能;机器人概念;天然气;页岩气;俄乌冲突概念;股权转让(并购重组),354528198.00,67.352,658856.0,3431115.0,17,601798
300866.SZ,安克创新,112.84,-1.4927979048450404,电子-消费电子-品牌消费电子,-16231553.0,5225679.000,无线耳机;无线充电;储能;智能家居;跨境电商;充电桩;AI眼镜;人民币贬值受益;机器人概念;消费电子概念;3D打印;芯片概念;人工智能;安防;深股通;融资融券,536158941.00,23.771,85992909.0,102224462.0,33,300866
002029.SZ,七匹狼,9.88,-1.4955134596211226,纺织服饰-服装家纺-服装,-4638366.0,-5818204.000,跨境电商;海峡两岸;数字经济;参股保险;互联网保险;证金持股;深股通;融资融券,705023537.00,20.940,12521843.0,17160209.0,33,002029
301592.SZ,六九一二,125.1,-1.4960629921259887,国防军工-军工电子-军工电子Ⅲ,-7766214.0,-9363355.000,军工;军工信息化;无人机;西部大开发;芯片概念;存储芯片;深股通;融资融券,70000000.00,-291.877,8256763.0,16022977.0,33,301592
000631.SZ,顺发恒能,3.29,-1.4970059880239468,公用事业-电力-火电,-47610364.0,-13641143.000,物业管理;绿色电力;风电;储能;回购增持再贷款概念;证金持股;深股通;融资融券,2300000085.00,128.304,47992838.0,95603202.0,33,000631
600482.SH,中国动力,38.1,-1.4994829369182996,电力设备-其他电源设备-其他电源设备Ⅲ,-26403329.0,-76547528.000,中船系;国产航母;数据中心;核电;海工装备;军工;核污染防治;储能;新能源汽车;军民融合;燃料电池;风电;长安汽车概念;锂电池概念;固态电池;石墨烯;DeepSeek概念;雄安新区;氢能源;京津冀一体化;央企国企改革;钠离子电池;国企改革;沪股通;融资融券;中字头股票,2268246368.00,53.672,189223620.0,215626949.0,17,600482
002901.SZ,大博医疗,43.99,-1.5002239140170055,医药生物-医疗器械-医疗耗材,-653535.2999999998,2606540.000,牙科医疗;医疗器械概念;2025年报预增;福建自贸区;海峡两岸;机器人概念;深股通;融资融券,414019506.00,32.167,3691216.0,4344751.3,33,002901
300713.SZ,英可瑞,16.41,-1.5006002400960383,电力设备-其他电源设备-其他电源设备Ⅲ,-797564.0,-521011.000,智能电网;智慧灯杆;换电概念;柔性直流输电;充电桩;高压快充;数据中心;储能;光伏概念;粤港澳大湾区;军工;新能源汽车;比亚迪概念;PCB概念;特斯拉概念;锂电池概念,158720810.00,-43.731,944785.0,1742349.0,33,300713
001301.SZ,尚太科技,74.82,-1.5007898894154827,电力设备-电池-电池化学品,-24947440.0,-18212575.000,石墨电极;锂电池概念;宁德时代概念;储能;回购增持再贷款概念;专精特新;京津冀一体化;深股通,260802350.00,20.578,21554720.0,46502160.0,33,001301
002182.SZ,宝武镁业,16.4,-1.5015015015015016,有色金属-小金属-其他小金属,-20751872.0,-21907797.000,小金属概念;3D打印;央企国企改革;宁德时代概念;氢能源;军工;苹果概念;商业航天;无人机;飞行汽车(eVTOL);比亚迪概念;国企改革;消费电子概念;一体化压铸;低空经济;特斯拉概念;华为概念;机器人概念;5G;富士康概念;华为汽车;长安汽车概念;深股通;融资融券,991791553.00,139.514,43729314.0,64481186.0,33,002182
600378.SH,昊华科技,32.12,-1.5026065624041767,基础化工-化学制品-氟化工,1607978.0,4217573.700,氟化工概念;磷化工;国产航母;PVDF概念;中芯国际概念;锂电池概念;央企国企改革;固态电池;PCB概念;大飞机;氢能源;燃料电池;军工;芯片概念;新能源汽车;商业航天;西部大开发;钠离子电池;俄乌冲突概念;碳中和;液冷服务器;国企改革;碳交易;页岩气;股权转让(并购重组);沪股通;融资融券,1289999620.00,25.233,8707192.0,7099214.0,17,600378
000062.SZ,深圳华强,28.14,-1.505075253762687,电子-其他电子-其他电子Ⅲ,-88859685.0,-77339959.000,存储芯片;华为海思概念股;芯片概念;第三代半导体;汽车电子;比亚迪概念;粤港澳大湾区;华为概念;共封装光学(CPO);新能源汽车;6G概念;华为昇腾;人民币贬值受益;腾讯概念;机器人概念;互联网金融;2025年报预增;AI智能体;创投;智慧城市;雄安新区;深股通;融资融券;证金持股;2026一季报预增,1045909322.00,63.576,55550962.0,144410647.0,33,000062
605378.SH,野马电池,20.28,-1.5055852355512322,电力设备-电池-其他电池,-1508856.0,-1007459.000,锂电池概念;共同富裕示范区;长三角一体化;人民币贬值受益;工业互联网;沪股通,261346400.00,72.729,0.0,1508856.0,17,605378
000068.SZ,华控赛格,3.27,-1.506024096385537,环保-环境治理-综合环境治理,-5501313.0,-2041180.800,PPP概念;国企改革;创投;粤港澳大湾区;锂电池概念;智慧城市,1006671464.00,-31.497,4406299.0,9907612.0,33,000068
920932.BJ,科达自控,15.04,-1.5062213490504286,计算机-软件开发-垂直应用软件,,,AI应用;知识产权保护;华为盘古;人形机器人;智慧城市;ERP概念;工业互联网;储能;新型工业化;机器人概念;数字经济;换电概念;碳中和;钠离子电池;融资融券;华为鲲鹏;无人驾驶;机器视觉;智慧政务;专精特新;华为概念;DeepSeek概念;充电桩;人工智能;信创;物联网;5G,105350350.00,532.692,,,151,920932
301603.SZ,乔锋智能,74.36,-1.509933774834438,机械设备-通用设备-机床工具,3311258.0,-5404051.000,工业母机;PCB概念;新型工业化;柔性屏(折叠屏);新能源汽车;人形机器人;专精特新;机器人概念;军工;2025年报预增;粤港澳大湾区;深股通;融资融券,120760000.00,26.181,17847583.0,14536325.0,33,301603
300234.SZ,开尔新材,5.87,-1.5100671140939574,建筑材料-建筑材料-其他建材,-4951264.0,-2155372.200,碳中和;碳交易;燃料电池;氢能源;专精特新,503171090.00,-327.361,6116803.0,11068067.0,33,300234
000935.SZ,四川双马,26.67,-1.5140324963072254,非银金融-多元金融-多元金融Ⅲ,-556983.0,-4307293.000,减肥药;CRO概念;创投;职业教育;西部大开发;辅助生殖;水泥概念;深股通;融资融券,763440333.00,52.022,3717952.0,4274935.0,33,000935
301505.SZ,苏州规划,22.11,-1.5144766146993314,建筑装饰-建筑装饰-工程咨询服务,-118669.0,18564.000,水利;空间计算;新型城镇化;智慧城市;污水处理;低空经济;无人机;车联网(车路协同);智慧政务;融资融券,114399991.00,114.282,4944757.0,5063426.0,33,301505
000762.SZ,西藏矿业,33.81,-1.514710166035526,钢铁-钢铁-冶钢原料,55593980.0,18892141.000,盐湖提锂;小金属概念;金属铜;化肥;锂电池概念;西部大开发;央企国企改革;国企改革;深股通;融资融券,520819240.00,-582.861,467970100.0,412376120.0,33,000762
600208.SH,衢州发展,3.25,-1.5151515151515098,房地产-房地产-住宅开发,18364088.0,-18126752.000,参股保险;互联网金融;参股银行;乡村振兴;创投;独角兽概念;参股券商;区块链;国企改革;黄金概念;共同富裕示范区;Web3.0;数据确权;元宇宙;NFT概念;期货概念;知识产权保护;长三角一体化;芯片概念;煤炭概念;沪股通;融资融券,8508940800.00,38.331,77947545.0,59583457.0,17,600208
600180.SH,瑞茂通,3.25,-1.5151515151515098,交通运输-物流-物流Ⅲ,-1257655.5,-5145620.000,统一大市场;粮食概念;大豆;煤化工概念;航运概念;一带一路;煤炭概念;互联网金融;工业互联网;数据要素;沪股通;融资融券,1086627464.00,35.429,5061160.0,6318815.5,17,600180
603333.SH,尚纬股份,7.78,-1.518987341772153,电力设备-电网设备-线缆部件及其他,9091845.0,-4398679.000,海工装备;水利;特高压;高铁;风电;核电;一带一路;充电桩;西部大开发;军工;储能;光伏概念;专精特新;锂电池概念;新能源汽车;氟化工概念;沪股通;股权转让(并购重组),621527586.00,-102.245,19308481.0,10216636.0,17,603333
300557.SZ,理工光科,34.32,-1.5208034433285542,机械设备-通用设备-仪器仪表,-1829083.0,-9075145.000,光纤概念;可控核聚变;军工;核电;传感器;专精特新;小米概念;数据中心;安防;物联网;车联网(车路协同);央企国企改革;人工智能;国企改革,120867878.00,78.541,2877566.0,4706649.0,33,300557
002052.SZ,同洲电子,10.35,-1.5223596574690785,电力设备-其他电源设备-其他电源设备Ⅲ,-23957596.0,-9982035.000,储能;物联网;智能家居;换电概念;锂电池概念;东数西算(算力);人民币贬值受益;2025年报预增;深股通;摘帽,752439694.00,43.212,10792755.0,34750351.0,33,002052
920523.BJ,德瑞锂电,23.93,-1.522633744855971,电力设备-电池-锂电池,,,安防;专精特新;融资融券;人民币贬值受益;锂电池概念,101301369.00,16.304,,,151,920523
688307.SH,中润光学,82.6,-1.5259895088221282,电子-光学光电子-光学元件,1626410.0,-26978324.000,光刻机;智能穿戴;机器视觉;专精特新;智能座舱;无人机;无人驾驶;海峡两岸;虚拟现实;华为概念;机器人概念;安防;人工智能;融资融券,88774000.00,116.307,144475096.0,142848686.0,17,688307
001323.SZ,慕思股份,23.86,-1.5270326042096616,轻工制造-家居用品-成品家居,-446516.0,-765937.000,跨境电商;鸿蒙概念;智能家居;DeepSeek概念;人工智能;物联网;华为概念;深股通,435080764.00,16.675,0.0,446516.0,33,001323
002988.SZ,豪美新材,34.82,-1.527149321266966,有色金属-工业金属-铝,2630699.0,-1965594.900,汽车热管理;华为汽车;比亚迪概念;新能源汽车;建筑节能;智能物流;商业航天;回购增持再贷款概念;光伏概念;储能;深股通,249772228.00,45.563,12908048.0,10277349.0,33,002988
002726.SZ,龙大美食,3.22,-1.5290519877675786,食品饮料-食品加工制造-肉制品,-4471180.800000001,-11937701.200,猪肉;预制菜;融资融券;深股通,1079160689.00,-14.554,14956733.8,19427914.6,33,002726
001231.SZ,农心科技,25.09,-1.5306122448979613,基础化工-农化制品-农药,-78661.0,3011879.000,乡村振兴;西部大开发,99940000.00,47.250,530789.0,609450.0,33,001231
301606.SZ,绿联科技,75.82,-1.5324675324675414,电子-消费电子-品牌消费电子,-16579518.0,-3476591.000,无线耳机;无线充电;苹果概念;消费电子概念;华为概念;储能;人民币贬值受益;跨境电商;深股通;融资融券,414909806.00,44.648,20443497.0,37023015.0,33,301606
000716.SZ,黑芝麻,5.14,-1.5325670498084305,食品饮料-食品加工制造-休闲食品,-2017961.0,-11211570.000,农业种植;粮食概念;乡村振兴;PPP概念;国企改革;西部大开发;养老概念;跨境电商;网红经济;一带一路;锂电池概念;新能源汽车;储能;股权转让(并购重组);深股通;融资融券,752884050.00,425.610,2827017.0,4844978.0,33,000716
300207.SZ,欣旺达,29.55,-1.5328223925358242,电力设备-电池-锂电池,-171726730.0,-272174740.000,钠离子电池;动力电池回收;固态电池;两轮车;锂电池概念;盐湖提锂;石墨烯;新型烟草(电子烟);储能;虚拟电厂;高压快充;无线充电;换电概念;无线耳机;华为手机;新能源汽车;小米概念;苹果概念;金属回收;消费电子概念;AI眼镜;智能穿戴;粤港澳大湾区;星闪概念;深股通;汽车电子;智能家居;无人机;机器人概念;智能音箱;低空经济;工业互联网;华为概念;创投;虚拟现实;数字孪生;数字经济;一带一路;DeepSeek概念;人工智能;数据中心;融资融券,1847462446.00,29.133,296901110.0,468627840.0,33,300207
920779.BJ,武汉蓝电,34.64,-1.5349630471858986,电力设备-电池-锂电专用设备,,,高股息精选;宁德时代概念;融资融券;比亚迪概念;消费电子概念;锂电池概念;固态电池,80074720.00,44.165,,,151,920779
002915.SZ,中欣氟材,21.16,-1.5355979525360555,基础化工-化学制品-氟化工,-1332351.0,377093.000,PEEK材料;固态电池;钠离子电池;氟化工概念;专精特新;光伏概念;深股通;融资融券,335273330.00,680.128,1978691.0,3311042.0,33,002915
300106.SZ,西部牧业,9.61,-1.536885245901643,食品饮料-饮料制造-乳品,-1072851.0,156368.000,乳业;三胎概念;乡村振兴;养老概念;新疆振兴;国企改革;西部大开发;股权转让(并购重组),211332310.00,-41.551,1788762.0,2861613.0,33,300106
002729.SZ,好利科技,20.48,-1.5384615384615399,电子-其他电子-其他电子Ⅲ,17160126.0,-17797782.600,消费电子概念;汽车电子;比亚迪概念;数据中心;海峡两岸;福建自贸区;新能源汽车;家用电器;光伏概念;充电桩;储能;风电;融资融券,182969920.00,72.078,33226134.0,16066008.0,33,002729
688626.SH,翔宇医疗,59.46,-1.539990064580228,医药生物-医疗器械-医疗设备,-9102261.2,-6181771.100,脑机接口;AI应用;智能医疗;AI智能体;医疗器械概念;人工智能;养老概念;DeepSeek概念;专精特新;机器人概念;旅游概念;回购增持再贷款概念;融资融券;沪股通,160000000.00,120.886,14859937.5,23962198.7,17,688626
000902.SZ,新洋丰,15.34,-1.5404364569961502,基础化工-农化制品-复合肥,-4250358.0,4155215.000,化肥;磷化工;大豆;生态农业;农村电商;氟化工概念;乡村振兴;锂电池概念;数字乡村;深股通;融资融券,1254734026.00,10.510,8946908.0,13197266.0,33,000902
300252.SZ,金信诺,14.06,-1.5406162464985915,国防军工-军工电子-军工电子Ⅲ,420665.0,-33691742.000,6G概念;商业航天;铜缆高速连接;光纤概念;F5G概念;卫星导航;WiFi 6;军民融合;军工;国产航母;共封装光学(CPO);5G;毫米波雷达;富士康概念;PCB概念;芯片概念;东数西算(算力);汽车电子;数据中心;无线耳机;华为概念;车联网(车路协同);物联网;新能源汽车;人工智能;粤港澳大湾区;深股通,662153834.00,884.900,26073994.0,25653329.0,33,300252
300803.SZ,指南针,102.25,-1.5406836783822768,计算机-软件开发-垂直应用软件,-77074967.0,1801385.000,互联网金融;参股券商;AI应用;融资融券;深股通,609791915.00,273.571,138452945.0,215527912.0,33,300803
300157.SZ,新锦动力,6.39,-1.5408320493066336,机械设备-通用设备-其他通用设备,-1569610.0,-27389921.000,可燃冰;页岩气;俄乌冲突概念;天然气;超超临界发电;氢能源;融资融券;一带一路;雄安新区;创投;储能;军工;高端装备;人工智能;无人机;东数西算(算力);数据中心;机器人概念,753937707.00,45.971,87071546.0,88641156.0,33,300157
